Blancas,Negras,Result,ECO,Opening
hvz5x,oscarhernadez,1-0,E11,Bogo-Indian Defense: Grnfeld Variation
rescue123,oscarhernadez,0-1,E21,Nimzo-Indian Defense: Three Knights Variation
oscarhernadez,raghu-kamath,1-0,A04,Zukertort : Ross Gambit
AblestScientist,oscarhernadez,1-0,A46,"Torre Attack: Classical Defense, Nimzowitsch Variation"
oscarhernadez,tarigan_slow,0-1,A46,Indian Defense: Knights Variation
oscarhernadez,indra_tiger,0-1,A49,Indian Defense: Przepiorka Variation
SCB09,oscarhernadez,0-1,A45,Indian Defense
oscarhernadez,Jhonblack,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
Mentecapto,oscarhernadez,1-0,A45,Indian Defense: Tartakower Attack
oscarhernadez,Atom85,0-1,A04,Zukertort : Slav Invitation
the_ORDER,oscarhernadez,0-1,B40,Sicilian Defense: French Variation
AltruisticRaven,oscarhernadez,1-0,A45,Indian Defense
oscarhernadez,Eagleman71,0-1,A04,Zukertort : Queen's Gambit Invitation
oscarhernadez,Nembrotha_Cristata,0-1,A49,Indian Defense: Przepiorka Variation
Giraldocuba,oscarhernadez,1-0,E20,Nimzo-Indian Defense: Romanishin Variation
Wallisson-Freitas,oscarhernadez,1-0,B02,Alekhine Defense: Brooklyn Variation
oscarhernadez,Alexhol75,0-1,A31,"English : Symmetrical Variation, Anti-Benoni Variation"
oscarhernadez,Marmal62,0-1,A04,Zukertort : Pirc Invitation
Smaragdar,oscarhernadez,0-1,E20,Nimzo-Indian Defense
oscarhernadez,Hiils101,0-1,A04,Zukertort : Queen's Gambit Invitation
mehdisharku,oscarhernadez,0-1,B21,Sicilian Defense: Morphy Gambit
Harmonica1,oscarhernadez,0-1,E21,Nimzo-Indian Defense: Three Knights Variation
Ra1s3R,oscarhernadez,0-1,E27,Nimzo-Indian Defense: Smisch Variation
oscarhernadez,DenisVasilev,0-1,D02,Queen's Pawn Game: Chandler Gambit
YAHYAAAAB,oscarhernadez,0-1,A01,Nimzo-Larsen Attack: Indian Variation
Zdzislaw_Pelowski,oscarhernadez,0-1,E30,Nimzo-Indian Defense: Leningrad Variation
oscarhernadez,Zdzislaw_Pelowski,1-0,A04,Zukertort : Slav Invitation
oscarhernadez,dychess4,0-1,A31,"English : Symmetrical Variation, Anti-Benoni Variation"
EgEfB,oscarhernadez,0-1,A46,"Torre Attack: Classical Defense, Nimzowitsch Variation"
oscarhernadez,sicuanichess,1/2-1/2,B53,Sicilian Defense: Chekhover Variation
oscarhernadez,chavodelnueve,1-0,A49,Indian Defense: Przepiorka Variation
galilo20,oscarhernadez,0-1,A00,Hungarian : Indian Defense
LEJOGHardcore,oscarhernadez,1/2-1/2,B23,Sicilian Defense: Closed
